"Data Source","World Development Indicators",

"Last Updated Date","2024-02-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3639.37098290912","3714.13986122773","3877.52444593298","3991.88113867841","4145.0059605807","4332.38578752878","4533.01790013693","4760.72288694115","4974.88294016186","5238.50165397992","5581.58759758699","5788.83176273748","5895.00533298402","6075.14513550489","6362.90444845712","6721.25308311943","7260.11803687592","7830.48935148411","8385.94489564719","8663.00247168304","9033.34440516636","9178.85358944855","10506.9681019305","10623.7378888843","10306.9158926043","10890.2417857169","10593.7478005893","10995.0056689479","11636.4988438313","12280.6063924863","12661.181204072","13440.6194116398","15095.9900534616",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17013.9267330086","17973.1386669645","18555.9618703464","18788.4335149013","19602.5781146255","20447.621823046","21074.0922896255","21913.1508949965","22958.9290094254","23837.2821593246","25318.1866247599","26498.2440623684","27532.3615030925","27984.0129169018","29077.9944510589","30076.684689408","32531.891905399","34422.9035672196","35713.4522036762","34791.9598006179","35771.5065291197","37425.1613225633","37797.0047588216","38985.634312421","39952.3320830913","41041.0766872751","43532.3347226474","45616.9253042263","47536.9409240451","50335.579062038","48294.4017733582","51769.8644411119","56897.9302335035",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.456414712497","1075.95321024002","1292.3000884237","1284.94114533119","1362.14612612943","1477.28528501334","1499.97626229317","1499.54756845757","1462.7410222242","1581.02966245979","1598.41844048938","1523.31502486461","1523.88399823824","1573.08209561323","1578.93833300922","1618.84910743023","1449.06352496892","1476.51524777382","1496.07677946095","1628.75050902937","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13686.0454520937","14472.2397013102","14866.5895475197","14984.1050686008","15594.3736051334","16288.3585470469","16979.7980959787","17912.7040802176","19097.0634139632","19954.2902150512","21588.4237488431","22953.5715659117","24371.5988492666","25047.397273222","26143.7687141562","27606.9340516269","30718.2188352448","32473.6538915928","33263.2723985249","32092.7220611053","31681.1005508478","31867.9732396862","31720.2738156972","32444.4611896857","33540.3571743561","34919.3872520672","37305.6291510563","39550.1890761123","40716.6807627631","43108.7687037933","38022.7219830092","41182.4596210559","46331.6521079884",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6480.01473141806","6891.70965981442","7979.35824003525","8450.77168168796","8412.06677647343","9423.12010105601","10316.2499165803","11663.2715046648","13133.2295806355","14536.4357518937","16634.8927393745","19344.0518292848","22198.0167377302","22802.3421764634","20478.090033102","21618.3569485855","24557.2361475947","25996.0467779508","27464.5186781161","28945.4653303277","29175.9259267894","31312.7522996878","33821.93290847","36410.1220937377","39007.1659628423","39441.849084436","43476.8542259429","46556.3855294316",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.651457526046","381.661247291586","342.288398612716","383.334725080449","390.727908136444","409.691560275838","454.246287205945","461.883772466985","437.338469855253","452.484476165329","476.528464196205","512.520781339025","513.120316650617","497.275623822034","563.508562084278","631.673170550399","701.600498674121","780.532556968826","856.659778813973","912.108359381051","1010.02202703432","1114.04597197907","1191.44062232971","1261.11329988192","1488.62575532765","1630.87746187943","1848.66111635863","1987.96875367138","2117.15936214803","2274.18556583461","2379.44788754796","2559.09732379147","2812.51313440852",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14825.220778552","15496.0015741524","15965.8578919694","16207.7001882519","16953.8308625992","17758.0845663649","18349.3138079246","19067.4723331234","19967.6819683866","20744.2722775553","22077.0535977271","23171.2746907782","24186.0272506381","24707.2369463005","25863.545787317","26814.1021180787","29123.165880986","31036.6134566389","32492.6389640887","31816.6384679854","32866.6654095105","34495.0869818498","34965.1806538068","36064.8539336594","37065.0073644983","38223.3474961707","40551.0131750362","42665.4762125232","44652.6487391616","47497.1802961286","45934.571615501","49366.5062558985","54625.5412399831",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2489.91942486806","2502.06233406198","2504.7989148143","2435.05130242406","2275.46258560159","2253.50350532069","2280.37986231176","2389.22952801578","2486.46761330876","2519.48369147578","2673.73000235669","2793.05862541827","2814.05651740732","2758.14169588488","3146.98618193378","3371.15950254826","3624.46446514951","3876.08236968323","4053.66629989428","4009.59307331652","4177.97742962036","4201.39409300985","4409.91939544193","4607.17223105616","4616.8645779447","4416.18026623164","4471.73758106372","4617.70508763546","4765.69898404894","4862.38519924662","4574.78462561342","4777.52238661061","4956.31826436896",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18146.704478311","17559.9234000589","17271.0487285391","17478.6187855327","18479.5081130125","19587.6979606332","20087.8668320343","21794.4425832015","23577.4929514716","24767.280673451","26789.8786675397","27801.0248047506","28605.1223159604","29052.9651740448","31201.9273082682","32051.7940038456","34452.8997434792","37843.1170548407","40083.6972699668","37972.6512550085","38954.4822621329","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47570.133583848","49579.3310008278","51811.5573678339","52305.2893109382","54778.2690061036","59470.1450149986",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.42323096359","3918.45171243583","4241.26852001763","4421.14056907588","4736.21163690195","4947.38572397736","5251.3441799813","5172.21055691881","5237.39411080303","5712.0934426002","5679.52094705688","5861.59028020456","6081.4836973465","6202.11405171091","6641.23702647774","6832.56783916253","7107.58099116847","7176.09574988747","7339.13893957574","7246.21285548311","7518.39329745748","7854.56662555927","8393.2607979997","9036.7683509059","10738.2663948957","11755.0861781429","11999.677660921","12822.0135997922","13631.1751455916","13803.1353861187","11575.8606853482","11453.4188102158","14632.2100618181",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17710.1979245027","18338.9942142616","18962.2241945947","19206.0409229248","20003.8480154201","20777.8991586513","21357.5288544804","22241.7956741009","23357.4582940448","24304.4045284907","26091.8497351531","27490.8672643761","28518.8252206252","28168.6180973501","29055.3527505428","30494.2141075076","32462.9600728714","34122.7072748669","35092.6943078696","34676.3639942676","35899.4019413514","37439.2331426991","37677.7267932587","39521.6969847538","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46537.4740442591","50500.96075877","48288.3562301342","51378.225657086","55387.4645768527",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.56819949514","1883.79480762852","1955.92032489033","2101.21923762063","2079.43049533104","2241.3939724448","2200.68202030396","2096.36408974828","2175.04610369053","2233.34727946491","2390.70477594143","2492.22261360604","2543.90969292987","2639.30578294779","2635.32905147033","2785.91548279206","2886.17339102263","2930.17396464963","2936.64555167786","3010.93020795922","3124.07088688968","3281.54335122509","3270.06433878084","3193.75912975394","3166.36221142138","3332.46476333022","3381.8582444418","3522.34936744575","3598.40301383664","3691.0150881556","3612.11183562718","3664.48683963224","3854.87700100021",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11959.5114992413","12769.4030153591","12321.9190255493","12767.9002024319","13175.7028227924","13764.2139192941","14162.8354469568","14856.6956681979","15160.5833377394","13651.869274848","13352.0772238723","13585.2356267981","13402.5027845575","13602.0736356982","13679.3375721078","14076.1962998095","13688.5822073369","14448.8944097361","13792.0299962063","13448.2995472784","14084.5380314089","14863.4623434247","14628.6158794216","14437.7597324564","14721.9011453059","14113.8276706617","13749.8325459881","14478.1303050188","14597.1473084946","15092.030603472","14682.0637700704","15252.561263438","16464.9743242695",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17091.3051155726","17420.4212113977","17840.5510277811","18673.348462135","19755.2550837302","20595.7082090064","21946.108059434","23069.3890783783","23688.3819751261","24493.5013657365","26531.5844868141","27912.6365939756","29089.0536770407","30317.3936051543","32054.7727127522","32726.1331883772","34732.8212955537","35519.7049007137","36744.7913584035","35024.7133840576","36492.0881209493","37224.3787645256","38343.0869033484","39954.2191450769","41278.1275079919","42496.8542909218","44082.1164678494","46048.2000506645","47090.4848967293","49191.2100377292","45756.6510715223","50361.2737562531","54929.8346212468",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5727.62417194966","4639.16997010364","2594.26490924205","1863.24540986678","1731.57040253002","1883.30046260803","2211.39945447559","2567.199691098","2743.75422661625","2921.75220869162","3102.62625136514","3376.96175669009","3649.92568608986","4161.5730601326","4548.98521312388","5174.30883005271","5869.68743175716","6822.11118053641","7142.78306443797","6987.93651431798","7567.66412576382","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14596.069289313","15624.9700213762","14748.6321080538","17088.8810512761","20172.0764615412",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1575.15084293012","1671.52468841694","1732.4125192119","1814.56773211353","1869.84959351008","1942.20329199092","2021.81978624052","2093.24833285898","2163.40973321929","2235.23856567017","2311.54783513161","2393.65112731972","2471.48222270765","2580.31274806053","2724.26809554339","2897.36751396547","3095.14540406283","3231.66260665711","3503.70945387646","3604.43231274937","3839.88575775856","4362.59288242843","4877.5822138332","5118.24213855469","5376.3088285794","5021.78868729592","4811.5728157153","4929.56795405121","5248.46349037158","5572.66918900611","5558.35626430583","5981.61764177505","6473.08984567289",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881.657608063143","898.31189123155","918.775030258361","958.002873995598","987.045879553309","1025.06615637734","1059.9258672424","1110.98043352629","1142.61070950987","1176.05101988834","1208.83367896613","1264.78947180572","1330.04208328966","1342.78467147009","1381.36872758211","1438.63838024842","1470.03047722565","1576.12203619966","1632.94005162767","1585.79151492563","1641.25010623557","1726.18230728744","1772.70493061617","1784.69049911065","1775.50162800066","1789.01845338399","2045.09436780789","2383.57886733462","2531.14057529939","2653.08255576108","2749.98350531136","2913.50948385226","3188.07510401313",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428.26507605177","1462.13749721065","1486.16211444676","1512.00539307915","1498.48515212918","1498.32854631459","1514.67460760752","1569.74091557842","1595.49469241264","1671.83754186111","1752.25325562527","1841.95085113477","1759.00527470363","1863.05618772962","1989.54836954395","1945.5836051962","1935.12030950206","1985.71699326614","2084.66489695298","2169.26937292909","2254.05060363352","2049.34900065041","2033.28100144189","1960.5849413212","1874.26266501645","1913.41534731054","1918.69701578381","1927.0399420242","2060.97463164647","2171.66461702187","2157.0350327961","2291.40428761776","2496.49543510611",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013.32934514848","1078.53068845442","1083.57341665998","1096.26696619455","1120.66375694174","1164.99155056964","1296.79530815264","1378.50876755351","983.995906098058","989.376829631141","1045.577117963","1069.48305716591","1051.77990648373","1054.06037421892","1086.35276609026","1140.52624531371","1173.62667590864","1213.37130115888","1243.79732527636","1261.09703622198","1301.00435881137","1398.11714311146","1316.16757045201","1324.60821106599","1338.01563292886","1551.03412227647","1697.12904509961","1872.30928139809","1896.40698320205","1970.71280957178","1904.6586341987","2020.85486582107","2191.16485861513",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588.162694693283","579.922066479657","770.224006433827","843.666606199197","968.534719069119","1118.76953956648","1826.64662997354","4468.47003909597","5378.46074394391","6589.35714601397","7617.72058379717","12119.4663738759","14024.4904417034","15563.0627818226","21074.6166064948","24249.8704711482","25714.1563513609","29052.4912761558","33261.8694024872","32341.2834052657","28424.5193646018","29556.1131009785","32457.5507821101","30083.8920985237","29197.6917281299","20858.0964445122","17771.5627993416","19617.8447053636","18192.0499087507","16929.1427706189","15888.2846106791","16254.6019266242","17620.7409736268",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13312.0492996808","14019.5742372841","14329.548186315","14349.8574380037","14874.7298912448","15433.2526765422","16149.9044963655","17155.8804839762","18034.2134809379","18464.7320754725","19519.9568147057","20958.7940054903","22615.9356074635","23897.8266122085","25460.5993744257","25577.5241052346","28547.2965623332","29323.9797257377","30856.0118395987","30359.4511457499","27911.6974278536","25671.5160853562","24911.119631324","25986.6503155014","26625.0618096799","26760.3633030256","27511.8010160972","28604.8609402657","29617.5483399732","31155.2614037483","28349.4919951984","31477.812084447","37075.1124218619",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4594.36445900734","4781.22308254586","4787.04139220504","4751.24108999806","4887.00489781624","5052.34361581335","5332.90968942205","5659.01213453785","6356.12165400015","6850.15654487162","7306.11595798598","7285.34136871304","7632.34935746045","8479.68151165971","8589.63712526091","9967.9581408909","9799.74630479229","10610.430054609","10843.316217904","10121.7404483122","10120.4261607276","10330.0829751361","10348.998514142","10995.5692552144","12039.1120455495","13036.5608185486","13810.3877507994","14870.0314945401","15772.0480359911","16046.9091506922","13913.5316148746","15104.4645356728","17082.892672685",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319.96884424522","3463.39287512453","3617.50542724983","3751.76010229902","3888.38548824553","4065.41710143536","4161.11066580007","4314.64139727207","4474.14523069699","4601.41372712322","4758.24808060095","4860.75066989961","5009.58647766029","5126.23346929034","5314.81560180174","5544.67670718747","5900.851227424","6318.32028813515","6524.60973733199","6474.79693497431","6618.91603119075","6910.87650155221","7204.73293807874","7446.58800936721","7758.49316980639","8194.44068126819","8221.74642722194","8322.21680991504","8672.71778183822","9040.8341127902","8859.0117398945","9850.90466668914","10821.7554497323",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3032.56667596966","3338.53734595515","3675.06695790514","4057.80679160215","4483.93633715712","4794.58960465384","5257.63185177366","5666.52431700964","5623.0209455177","5860.85744052061","5903.8197788813","6168.28113343198","6331.08530333175","6413.20293695939","6689.52560806232","6771.06158772148","7351.01976643606","8112.34546070431","8439.50565959641","8834.22343165941","9351.78792317124","10092.0824863061","10640.67256082","11198.1601399341","11130.4944719803","11382.2423763029","11479.4620067513","12193.6216799111","12671.6907730676","13364.2356558326","19462.9678636695","24193.5664688255","42089.900359606",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18124.2316839217","18903.7271210325","19610.856109776","20204.0345739209","21175.3029802057","22108.531018173","23080.886673535","24104.893280306","24908.1714054381","25909.4269824509","27547.8166914996","28470.5089659024","29397.2059660326","30425.4872215913","32161.2188413889","33741.6068488751","35953.8413806298","37742.5927638437","38754.128590158","37697.4362493564","39143.5573394748","40810.1305843862","41949.0939087394","43298.513898844","44436.6043077174","45199.528537805","46506.9170347896","48417.5565502919","50445.248403314","52369.4977158025","50962.8859156424","55404.1486557101","60806.3163994078",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18250.0479591958","19778.3316278606","21310.6358438439","22774.0298923931","24115.1401528963","24711.0595808027","25096.0946930326","26608.3292660294","25114.406207004","25858.5611903537","28221.0619438958","28805.6275430999","29607.8233157114","31176.4064954207","34528.1423630369","38075.1670953201","41741.3601209286","45250.2075544218","46818.4745802232","45861.0185298932","49190.5961019125","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57225.0899950887","59842.2129961658","62523.1355943249","62119.4019299544","59022.8355499417","66248.8127682345","69072.310480745",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010.14693624954","1953.60886129664","2060.84488570502","2184.57906167523","2174.21622916399","2292.35678219391","2312.85770100396","2393.80815958484","2442.30245685651","2394.42107249458","2556.41930398273","2614.06753699051","2683.04728598003","2788.13172474921","2966.63093046337","3167.05995069493","3398.06769164011","3622.03616739365","3763.50326014699","3617.1589038014","3719.19614992612","3863.65134117965","3963.01577747711","4067.28931450265","4368.55568198245","4729.15332160905","5043.87148926827","5447.69879159062","5694.95854300159","5851.74245842515","5309.79017806841","6148.66446431005","6743.33006423991",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090.16256461214","1110.2007821398","1099.68299381529","1104.38031220243","1097.50226049072","1145.26459670217","1193.65578543323","1251.31177557146","1274.47130795125","1298.24734155028","1331.38061575548","1379.94143423361","1406.80694227908","1451.36781580597","1530.45093064901","1621.01673981153","1720.24935077626","1813.38689071691","1898.6156460497","1926.11901955281","2012.17672031505","2083.30781715317","2076.07537066599","2160.58296552797","2299.56506018333","2346.73662191412","2433.23499033299","2508.64848594235","2598.16800759672","2681.29021249958","2645.68159959459","2791.1291605225","3045.95385862549",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8054.47457455107","8804.35435702307","9534.26630689294","9887.48103114522","9939.94950891428","10669.4317520841","11650.4336764595","12774.8264662411","13697.308642101","14694.4506998241","15455.1206240928","17636.4773292107","19575.5935960656","21032.7514174657","20274.4269438832","20091.2363233899","21139.9671117447","21509.7327594987","22182.3004425665","22409.2640184121","23391.2693041792","25318.8022870201","27267.509922792","28980.6457398275","31660.4684090677","29690.5851474465","35155.6271823045","40240.0118371846",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2179.48515195912","2249.84512449226","2136.67837529343","2029.16479538746","1790.65634142096","1971.95408782734","2052.65067431006","2105.35094679152","2136.17133463574","2184.85963654185","2213.01488189344","2214.97754458949","2233.84070734052","2316.90643184952","2308.64926598272","2413.68264074886","2489.97904183478","2633.70663532947","2711.12747047856","2843.08508878546","2683.68866152215","2846.88118194415","2801.3504022268","2992.43035062304","3005.80042244986","2938.04475749392","3138.54112526706","3200.04218273139","3286.586198242","3244.29203133087","3136.84949392972","3179.25795648835","3306.17082412482",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8325.56597257444","8257.6058918611","8414.22812752704","8859.30215826698","9192.59042996448","9352.28465705861","9824.8183178515","10398.3435740967","10873.2478627727","11855.4647144563","13210.4577072776","14526.3882629125","15479.0267313641","16268.9388494147","17108.3405820025","18382.5585524133","19096.7054718031","20721.5024106144","20722.8869878588","21741.5458361018","23029.4471782091","23267.448392909","24547.9805346257","25691.5272556351","26798.8541676269","27941.9268571832","29496.1636824744","31908.863454349","34645.5653834313","34169.9222845578","36735.9098953631","41740.9112569489",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2955.32772643316","3064.23038865565","3151.43745885348","3273.67894953248","3399.53379086208","3571.20950908239","3782.58581473489","3983.69619875846","4019.20904634003","4177.03081928292","4469.99850736891","4689.92313856276","4920.64229750694","5254.76694020757","5756.7103258092","6300.829852874","7034.15026780873","7782.15253061516","8396.32910864497","8633.86720145794","9316.00689258864","10031.7195770294","10631.5496478817","11107.6080499962","11421.5052876987","11507.2632372414","11919.8151504935","12545.6509515453","13371.4638531232","14012.0291251097","13826.0212157572","15355.3690781058","17063.4374341715",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2634.405209591","2726.837494804","2799.00259129711","2895.49945106232","2993.68039145834","3135.86791894534","3311.39298433388","3475.85053104757","3506.38971380186","3633.646527188","3871.96909191069","4052.8440427526","4241.75736634438","4513.08819400424","4925.05829903411","5370.65668413318","5960.99903594802","6558.44621541603","7043.50491381447","7231.58986755841","7765.73843114856","8320.16821734077","8780.5698672193","9161.49053081739","9425.49694098056","9494.27432347605","9809.21993457235","10282.1113240626","10918.4056557668","11402.6908544518","11218.9132031257","12377.0254286522","13688.2240632754",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1357.48589917428","1396.2170819821","1423.29248241215","1435.61582524829","1444.18750979259","1492.10071701098","1552.04806614629","1599.97962754911","1633.47202796692","1671.67773977475","1738.491466238","1809.1741181074","1882.97035848267","1970.06139504931","2109.62125728256","2261.49781952163","2420.32881812943","2574.78188044204","2695.76798909064","2783.14822794315","2914.47625321184","3034.62102845692","3132.1113515058","3285.32785511496","3462.47585260546","3546.61735197751","3646.37878281884","3754.33435596263","3938.13637121618","4083.18787414","4018.23224866977","4285.40990066588","4683.89574250574",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2012.41832358444","2067.65580171183","2129.48373954904","2122.4636842299","2135.12609463656","2175.41699904689","2254.57844793285","2276.87188453775","2305.20680761264","2334.16890169264","2413.57778871772","2505.06885732217","2639.4010843667","2764.70425470262","2985.84472165648","3201.37238980175","3415.52833082953","3614.05147325825","3740.39433665736","3881.46612653412","4032.70603062981","4193.34752648107","4325.56327884986","4510.51979444891","4717.19333467233","4800.84098232269","4832.99281711102","4912.50490540876","5139.92291686037","5272.69116950028","5165.30853945416","5570.3053948226","6087.55498037781",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3069.98303991471","3330.32508328546","3566.03118760158","3823.25781140022","4130.58019582829","4489.87321081134","4850.3775101963","5083.75793117041","4396.78735098242","4427.11345783171","4681.91945001153","4892.35251535142","5121.33453984212","5399.32871003071","5749.52145141959","6188.85553221385","6643.88072205615","7161.81072808175","7638.00957527744","7941.16633276883","8430.61541737509","9022.72137960157","9645.14919678524","10009.0106984785","10233.985273926","10219.1764136999","10482.6989966051","10941.9209510231","11671.4323303214","12360.6917362653","12160.7167616838","13086.3924176102","14657.7823368915",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1036.73794579654","1065.66595244324","1074.77536205665","1098.01087448887","1104.32906495761","1156.06517946163","1205.77906150293","1266.47200064435","1302.03198729758","1344.64050277492","1404.16600562596","1463.21364241511","1506.09973909819","1574.69501646838","1673.29273676604","1793.55521795985","1925.22090654099","2057.84516540143","2176.01561891504","2235.4044913197","2355.63136278821","2454.72541195062","2535.0219611168","2672.88693596251","2836.75921035421","2923.30701752995","3061.70650304135","3187.70706948728","3352.45505306725","3507.17190019162","3465.1312453463","3665.26968141415","4007.48878786928",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1204.24205850931","1231.95543894039","1301.82412428053","1367.69753564023","1460.11543356074","1572.02144659555","1688.38640731776","1753.08592524757","1847.25669630548","2001.63410704678","2087.22477605814","2197.10940358716","2275.44150646389","2459.95391561161","2680.89808067589","2936.56044322775","3221.69777778747","3510.38877423746","3636.06037101557","3892.53003085727","4215.58082753946","4467.46665451679","4827.94597281719","5016.92874631249","5187.25575944641","5412.33623878395","5778.2696139291","6112.06664981487","6590.8823009363","6897.77003734099","6517.76138713158","7367.9946647152","8400.3828483398",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13743.5421194193","14399.4541916286","15116.509870204","15812.2633307251","17012.295664786","18945.0614106678","20481.1170724657","22636.2159238522","25093.0949042795","27041.3474221597","30211.4822185044","32573.5306026629","35222.028724352","36284.9279769182","38733.5841697431","40466.2343515711","44229.5245813434","46779.3963473064","44169.0943411644","41471.4941024978","43208.2445279926","45116.9884078781","46283.7289661063","47797.1496727706","51238.8003290093","69214.4219991568","71410.3692705502","78168.9677375394","84918.3383814459","89628.8358075633","94550.6662508762","108516.987583158","126837.311688676",
